cve_id,published,date_added,delay_days,cvss_v31_score,cvss_v31_severity,cvss_source,cvss_is_primary,vendor,product,cwe,known_ransomware,in_primary_sample
CVE-2010-1871,2010-08-05,2021-12-10,4145,8.8,HIGH,nvd@nist.gov,1,Red Hat,JBoss Seam 2,CWE-20,Unknown,0
CVE-2010-2568,2010-07-22,2022-09-15,4438,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Windows,CWE-20,Unknown,0
CVE-2010-2572,2010-11-10,2022-06-08,4228,7.8,HIGH,nvd@nist.gov,1,Microsoft,PowerPoint,CWE-119,Unknown,0
CVE-2010-2861,2010-08-11,2022-03-25,4244,9.8,CRITICAL,nvd@nist.gov,1,Adobe,ColdFusion,CWE-22,Known,0
CVE-2010-2883,2010-09-09,2022-06-08,4290,7.3,HIGH,nvd@nist.gov,1,Adobe,Acrobat and Reader,CWE-119,Unknown,0
CVE-2010-3035,2010-08-30,2022-03-25,4225,7.5,HIGH,nvd@nist.gov,1,Cisco,IOS XR,CWE-20,Unknown,0
CVE-2010-3333,2010-11-10,2022-03-03,4131,7.8,HIGH,nvd@nist.gov,1,Microsoft,Office,CWE-119,Unknown,0
CVE-2010-3765,2010-10-28,2025-10-06,5457,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Mozilla,Multiple Products,,Unknown,0
CVE-2010-3904,2010-12-06,2023-05-12,4540,7.8,HIGH,nvd@nist.gov,1,Linux,Kernel,CWE-20,Unknown,0
CVE-2010-3962,2010-11-05,2025-10-06,5449,8.1,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Internet Explorer,,Unknown,0
CVE-2010-4344,2010-12-14,2022-03-25,4119,9.8,CRITICAL,nvd@nist.gov,1,Exim,Exim,CWE-119,Unknown,0
CVE-2010-4345,2010-12-14,2022-03-25,4119,7.8,HIGH,nvd@nist.gov,1,Exim,Exim,CWE-264,Unknown,0
CVE-2010-4398,2010-12-06,2022-03-28,4130,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-119,Unknown,0
CVE-2010-5326,2016-05-13,2021-11-03,2000,10.0,CRITICAL,nvd@nist.gov,1,SAP,NetWeaver,,Unknown,0
CVE-2010-5330,2019-06-11,2022-04-15,1039,9.8,CRITICAL,nvd@nist.gov,1,Ubiquiti,AirOS,CWE-77,Unknown,0
CVE-2011-0609,2011-03-15,2022-06-08,4103,7.8,HIGH,nvd@nist.gov,1,Adobe,Flash Player,,Unknown,0
CVE-2011-0611,2011-04-13,2022-03-03,3977,8.8,HIGH,nvd@nist.gov,1,Adobe,Flash Player,CWE-843,Unknown,0
CVE-2011-1823,2011-06-09,2022-09-08,4109,7.8,HIGH,nvd@nist.gov,1,Android,Android OS,CWE-189,Unknown,0
CVE-2011-1889,2011-06-16,2022-03-03,3913,9.8,CRITICAL,nvd@nist.gov,1,Microsoft,Forefront Threat Management Gateway (TMG),CWE-119,Unknown,0
CVE-2011-2005,2011-10-12,2022-03-28,3820,7.8,HIGH,nvd@nist.gov,1,Microsoft,Ancillary Function Driver (afd.sys),CWE-264,Unknown,0
CVE-2011-2462,2011-12-07,2022-06-08,3836,9.8,CRITICAL,nvd@nist.gov,1,Adobe,Reader and Acrobat,CWE-787,Unknown,0
CVE-2011-3402,2011-11-04,2025-10-06,5085,8.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Unknown,0
CVE-2011-3544,2011-10-19,2022-03-03,3788,9.8,CRITICAL,nvd@nist.gov,1,Oracle,Java SE JDK and JRE,,Unknown,0
CVE-2011-4723,2011-12-20,2022-09-08,3915,5.7,MEDIUM,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,D-Link,DIR-300 Router,CWE-310,Unknown,0
CVE-2012-0151,2012-04-10,2022-06-08,3711,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-20,Unknown,0
CVE-2012-0158,2012-04-10,2021-11-03,3494,8.8,HIGH,nvd@nist.gov,1,Microsoft,MSCOMCTL.OCX,CWE-94,Known,0
CVE-2012-0391,2012-01-08,2022-01-21,3666,9.8,CRITICAL,nvd@nist.gov,1,Apache,Struts 2,CWE-20,Unknown,0
CVE-2012-0507,2012-06-07,2022-03-03,3556,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Oracle,Java SE,,Known,0
CVE-2012-0518,2012-10-16,2022-03-28,3450,4.7,MEDIUM,nvd@nist.gov,1,Oracle,Fusion Middleware,CWE-601,Unknown,0
CVE-2012-0754,2012-02-16,2022-06-08,3765,8.1,HIGH,nvd@nist.gov,1,Adobe,Flash Player,CWE-787,Unknown,0
CVE-2012-0767,2012-02-16,2022-06-08,3765,6.1,MEDIUM,nvd@nist.gov,1,Adobe,Flash Player,CWE-79,Unknown,0
CVE-2012-1535,2012-08-15,2022-03-03,3487,7.8,HIGH,nvd@nist.gov,1,Adobe,Flash Player,,Unknown,0
CVE-2012-1710,2012-05-03,2022-05-25,3674,9.8,CRITICAL,nvd@nist.gov,1,Oracle,Fusion Middleware,,Known,0
CVE-2012-1723,2012-06-16,2022-03-03,3547,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Oracle,Java SE,,Known,0
CVE-2012-1823,2012-05-11,2022-03-25,3605,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,PHP,PHP,CWE-20,Unknown,0
CVE-2012-1854,2012-07-10,2026-04-13,5025,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Visual Basic for Applications (VBA),CWE-426,Unknown,0
CVE-2012-1856,2012-08-15,2022-03-03,3487,8.8,HIGH,nvd@nist.gov,1,Microsoft,Office,CWE-94,Unknown,0
CVE-2012-1889,2012-06-13,2022-06-08,3647,8.8,HIGH,nvd@nist.gov,1,Microsoft,XML Core Services,CWE-119,Unknown,0
CVE-2012-2034,2012-06-09,2022-03-28,3579,7.5,HIGH,nvd@nist.gov,1,Adobe,Flash Player,CWE-119,Unknown,0
CVE-2012-2539,2012-12-12,2022-03-28,3393,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Word,CWE-399,Unknown,0
CVE-2012-3152,2012-10-16,2021-11-03,3305,9.1,CRITICAL,nvd@nist.gov,1,Oracle,Fusion Middleware,,Unknown,0
CVE-2012-4681,2012-08-28,2022-03-03,3474,9.8,CRITICAL,nvd@nist.gov,1,Oracle,Java SE,,Known,0
CVE-2012-4792,2012-12-30,2024-07-23,4223,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-416,Unknown,0
CVE-2012-4969,2012-09-18,2022-06-08,3550,8.1,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,,Unknown,0
CVE-2012-5054,2012-09-24,2022-06-08,3544,8.8,HIGH,nvd@nist.gov,1,Adobe,Flash Player,CWE-189,Unknown,0
CVE-2012-5076,2012-10-16,2022-03-28,3450,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Oracle,Java SE,,Unknown,0
CVE-2013-0074,2013-03-13,2022-05-25,3360,7.8,HIGH,nvd@nist.gov,1,Microsoft,Silverlight,,Known,0
CVE-2013-0422,2013-01-10,2022-05-25,3422,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Oracle,Java Runtime Environment (JRE),CWE-264,Known,0
CVE-2013-0431,2013-01-31,2022-05-25,3401,5.3,MEDIUM,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Oracle,Java Runtime Environment (JRE),,Known,0
CVE-2013-0625,2013-01-09,2022-03-07,3344,9.8,CRITICAL,nvd@nist.gov,1,Adobe,ColdFusion,CWE-255,Unknown,0
CVE-2013-0629,2013-01-09,2022-03-07,3344,7.5,HIGH,nvd@nist.gov,1,Adobe,ColdFusion,CWE-264,Unknown,0
CVE-2013-0631,2013-01-09,2022-03-07,3344,7.5,HIGH,nvd@nist.gov,1,Adobe,ColdFusion,CWE-200,Unknown,0
CVE-2013-0632,2013-01-17,2022-03-03,3332,9.8,CRITICAL,nvd@nist.gov,1,Adobe,ColdFusion,CWE-200,Unknown,0
CVE-2013-0640,2013-02-14,2022-03-03,3304,7.8,HIGH,nvd@nist.gov,1,Adobe,Reader and Acrobat,CWE-787,Unknown,0
CVE-2013-0641,2013-02-14,2022-03-03,3304,7.8,HIGH,nvd@nist.gov,1,Adobe,Reader,CWE-120,Unknown,0
CVE-2013-0643,2013-02-27,2024-09-17,4220,8.8,HIGH,nvd@nist.gov,1,Adobe,Flash Player,CWE-264,Unknown,0
CVE-2013-0648,2013-02-27,2024-09-17,4220,8.8,HIGH,nvd@nist.gov,1,Adobe,Flash Player,,Unknown,0
CVE-2013-1331,2013-06-12,2022-06-08,3283,7.8,HIGH,nvd@nist.gov,1,Microsoft,Office,CWE-119,Unknown,0
CVE-2013-1347,2013-05-05,2022-03-03,3224,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-94,Unknown,0
CVE-2013-1675,2013-05-16,2022-03-03,3213,6.5,MEDIUM,nvd@nist.gov,1,Mozilla,Firefox,CWE-119,Unknown,0
CVE-2013-1690,2013-06-26,2022-03-28,3197,8.8,HIGH,nvd@nist.gov,1,Mozilla,Firefox and Thunderbird,CWE-119,Unknown,0
CVE-2013-2094,2013-05-14,2022-09-15,3411,8.4,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Linux,Kernel,CWE-189,Unknown,0
CVE-2013-2251,2013-07-20,2022-03-25,3170,9.8,CRITICAL,nvd@nist.gov,1,Apache,Struts,CWE-20,Unknown,0
CVE-2013-2423,2013-04-17,2022-05-25,3325,3.7,LOW,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Oracle,Java Runtime Environment (JRE),,Unknown,0
CVE-2013-2465,2013-06-18,2022-03-28,3205,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Oracle,Java SE,,Known,0
CVE-2013-2551,2013-03-11,2022-03-28,3304,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-416,Known,0
CVE-2013-2596,2013-04-13,2022-09-15,3442,7.8,HIGH,nvd@nist.gov,1,Linux,Kernel,CWE-189,Unknown,0
CVE-2013-2597,2014-08-31,2022-09-15,2937,8.4,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Code Aurora,ACDB Audio Driver,CWE-119,Unknown,0
CVE-2013-2729,2013-05-16,2022-03-28,3238,9.8,CRITICAL,nvd@nist.gov,1,Adobe,Reader and Acrobat,CWE-189,Unknown,0
CVE-2013-3163,2013-07-10,2023-03-30,3550,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-94,Unknown,0
CVE-2013-3346,2013-08-30,2022-03-03,3107,9.8,CRITICAL,nvd@nist.gov,1,Adobe,Reader and Acrobat,CWE-119,Unknown,0
CVE-2013-3660,2013-05-24,2022-03-28,3230,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,CWE-119,Unknown,0
CVE-2013-3893,2013-09-18,2025-08-12,4346,8.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Internet Explorer,CWE-399,Unknown,0
CVE-2013-3896,2013-10-09,2022-05-25,3150,5.5,MEDIUM,nvd@nist.gov,1,Microsoft,Silverlight,CWE-20,Unknown,0
CVE-2013-3897,2013-10-09,2022-03-03,3067,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-399,Unknown,0
CVE-2013-3900,2013-12-11,2022-01-10,2952,8.8,HIGH,nvd@nist.gov,1,Microsoft,WinVerifyTrust function,CWE-20,Unknown,0
CVE-2013-3906,2013-11-06,2022-02-15,3023,7.8,HIGH,nvd@nist.gov,1,Microsoft,Graphics Component,CWE-94,Unknown,0
CVE-2013-3918,2013-11-12,2025-10-06,4346,8.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Unknown,0
CVE-2013-3993,2014-07-07,2022-05-25,2879,6.5,MEDIUM,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,IBM,InfoSphere BigInsights,CWE-264,Known,0
CVE-2013-4810,2013-09-16,2022-03-25,3112,9.8,CRITICAL,nvd@nist.gov,1,Hewlett Packard (HP),"ProCurve Manager (PCM), PCM+, Identity Driven Manager (IDM), and Application Lifecycle Management",CWE-94,Unknown,0
CVE-2013-5065,2013-11-28,2022-03-03,3017,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-20,Unknown,0
CVE-2013-5223,2013-11-19,2022-03-25,3048,5.4,MEDIUM,nvd@nist.gov,1,D-Link,DSL-2760U,CWE-79,Unknown,0
CVE-2013-6282,2013-11-20,2022-09-15,3221,8.8,HIGH,nvd@nist.gov,1,Linux,Kernel,CWE-20,Unknown,0
CVE-2013-7331,2014-02-26,2022-05-25,3010,6.5,MEDIUM,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Internet Explorer,CWE-200,Unknown,0
CVE-2014-0130,2014-05-07,2022-03-25,2879,7.5,HIGH,nvd@nist.gov,1,Rails,Ruby on Rails,CWE-22,Unknown,0
CVE-2014-0160,2014-04-07,2022-05-04,2949,7.5,HIGH,nvd@nist.gov,1,OpenSSL,OpenSSL,CWE-125,Unknown,0
CVE-2014-0196,2014-05-07,2023-05-12,3292,5.5,MEDIUM,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Linux,Kernel,CWE-362,Unknown,0
CVE-2014-0322,2014-02-14,2022-05-04,3001,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-416,Unknown,0
CVE-2014-0496,2014-01-15,2022-03-03,2969,8.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Adobe,Reader and Acrobat,CWE-399,Unknown,0
CVE-2014-0497,2014-02-05,2024-09-17,3877,9.8,CRITICAL,nvd@nist.gov,1,Adobe,Flash Player,CWE-191,Unknown,0
CVE-2014-0502,2014-02-21,2024-09-17,3861,8.8,HIGH,nvd@nist.gov,1,Adobe,Flash Player,CWE-399,Unknown,0
CVE-2014-0546,2014-08-12,2022-05-25,2843,9.8,CRITICAL,nvd@nist.gov,1,Adobe,Reader and Acrobat,,Unknown,0
CVE-2014-0780,2014-04-25,2022-04-15,2912,9.8,CRITICAL,nvd@nist.gov,1,InduSoft,Web Studio,CWE-22,Unknown,0
CVE-2014-100005,2015-01-13,2024-05-16,3411,8.0,HIGH,nvd@nist.gov,1,D-Link,DIR-600 Router,CWE-352,Unknown,0
CVE-2014-1761,2014-03-25,2022-02-15,2884,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Word,CWE-119,Unknown,0
CVE-2014-1776,2014-04-27,2022-01-28,2833,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Internet Explorer,CWE-416,Unknown,0
CVE-2014-1812,2014-05-14,2021-11-03,2730,8.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Windows,CWE-255,Known,0
CVE-2014-2120,2014-03-19,2024-11-12,3891,6.1,MEDIUM,nvd@nist.gov,1,Cisco,Adaptive Security Appliance (ASA),CWE-79,Unknown,0
CVE-2014-2817,2014-08-12,2022-05-25,2843,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-264,Unknown,0
CVE-2014-3120,2014-07-28,2022-03-25,2797,8.1,HIGH,nvd@nist.gov,1,Elastic,Elasticsearch,CWE-284,Unknown,0
CVE-2014-3153,2014-06-07,2022-05-25,2909,7.8,HIGH,nvd@nist.gov,1,Linux,Kernel,CWE-269,Unknown,0
CVE-2014-3931,2017-03-31,2025-07-07,3020,9.8,CRITICAL,nvd@nist.gov,1,Looking Glass,Multi-Router Looking Glass (MRLG),CWE-119,Unknown,0
CVE-2014-4077,2014-11-11,2022-05-25,2752,7.8,HIGH,nvd@nist.gov,1,Microsoft,Input Method Editor (IME) Japanese,CWE-264,Unknown,0
CVE-2014-4113,2014-10-15,2022-05-04,2758,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Win32k,CWE-264,Unknown,0
CVE-2014-4114,2014-10-15,2022-03-03,2696,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Windows,CWE-20,Unknown,0
CVE-2014-4123,2014-10-15,2022-05-25,2779,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-264,Unknown,0
CVE-2014-4148,2014-10-15,2022-05-25,2779,8.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-94,Unknown,0
CVE-2014-4404,2014-09-18,2022-02-10,2702,7.8,HIGH,nvd@nist.gov,1,Apple,OS X,CWE-119,Unknown,0
CVE-2014-6271,2014-09-24,2022-01-28,2683,9.8,CRITICAL,nvd@nist.gov,1,GNU,Bourne-Again Shell (Bash),CWE-78,Unknown,0
CVE-2014-6278,2014-09-30,2025-10-02,4020,8.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,GNU,GNU Bash,CWE-78,Unknown,0
CVE-2014-6287,2014-10-07,2022-03-25,2726,9.8,CRITICAL,nvd@nist.gov,1,Rejetto,HTTP File Server (HFS),CWE-94,Unknown,0
CVE-2014-6324,2014-11-18,2022-03-25,2684,8.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Kerberos Key Distribution Center (KDC),CWE-264,Unknown,0
CVE-2014-6332,2014-11-11,2022-03-25,2691,8.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Windows,CWE-119,Unknown,0
CVE-2014-6352,2014-10-22,2022-02-25,2683,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-94,Unknown,0
CVE-2014-7169,2014-09-25,2022-01-28,2682,9.8,CRITICAL,nvd@nist.gov,1,GNU,Bourne-Again Shell (Bash),CWE-78,Unknown,0
CVE-2014-8361,2015-05-01,2023-09-18,3062,9.8,CRITICAL,nvd@nist.gov,1,Realtek,SDK,CWE-20,Unknown,0
CVE-2014-8439,2014-11-25,2022-05-25,2738,8.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Adobe,Flash Player,CWE-119,Unknown,0
CVE-2014-9163,2014-12-10,2022-04-13,2681,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Adobe,Flash Player,,Unknown,0
CVE-2015-0016,2015-01-13,2022-05-25,2689,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-22,Unknown,0
CVE-2015-0071,2015-02-11,2022-05-25,2660,6.5,MEDIUM,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-264,Unknown,0
CVE-2015-0310,2015-01-23,2022-05-25,2679,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Adobe,Flash Player,CWE-264,Unknown,0
CVE-2015-0311,2015-01-23,2022-04-13,2637,9.8,CRITICAL,nvd@nist.gov,1,Adobe,Flash Player,,Unknown,0
CVE-2015-0313,2015-02-02,2022-04-13,2627,9.8,CRITICAL,nvd@nist.gov,1,Adobe,Flash Player,CWE-416,Unknown,0
CVE-2015-0666,2015-04-03,2022-03-25,2548,7.5,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Cisco,Prime Data Center Network Manager (DCNM),CWE-22,Unknown,0
CVE-2015-1130,2015-04-10,2022-02-10,2498,7.8,HIGH,nvd@nist.gov,1,Apple,OS X,CWE-254,Unknown,0
CVE-2015-1187,2017-09-21,2022-03-25,1646,9.8,CRITICAL,nvd@nist.gov,1,D-Link and TRENDnet,Multiple Devices,CWE-287,Unknown,0
CVE-2015-1427,2015-02-17,2022-03-25,2593,9.8,CRITICAL,nvd@nist.gov,1,Elastic,Elasticsearch,CWE-284,Unknown,0
CVE-2015-1635,2015-04-14,2022-02-10,2494,9.8,CRITICAL,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,HTTP.sys,CWE-94,Unknown,0
CVE-2015-1641,2015-04-14,2021-11-03,2395,7.8,HIGH,nvd@nist.gov,1,Microsoft,Office,CWE-399,Unknown,0
CVE-2015-1642,2015-08-15,2022-03-03,2392,7.8,HIGH,nvd@nist.gov,1,Microsoft,Office,CWE-119,Unknown,0
CVE-2015-1671,2015-05-13,2022-05-25,2569,7.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Windows,CWE-19,Unknown,0
CVE-2015-1701,2015-04-21,2022-03-03,2508,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,CWE-264,Known,0
CVE-2015-1769,2015-08-15,2022-05-25,2475,6.6,MEDIUM,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Windows,CWE-264,Unknown,0
CVE-2015-1770,2015-06-10,2022-03-28,2483,8.8,HIGH,nvd@nist.gov,1,Microsoft,Office,CWE-19,Unknown,0
CVE-2015-2051,2015-02-23,2022-02-10,2544,8.8,HIGH,nvd@nist.gov,1,D-Link,DIR-645 Router,CWE-77,Unknown,0
CVE-2015-2291,2017-08-09,2023-02-10,2011,7.8,HIGH,nvd@nist.gov,1,Intel,Ethernet Diagnostics Driver for Windows,CWE-20,Known,0
CVE-2015-2360,2015-06-10,2022-05-25,2541,8.8,HIGH,134c704f-9b21-4f2e-91b3-4a467353bcc0,0,Microsoft,Win32k,CWE-119,Unknown,0
CVE-2015-2387,2015-07-14,2022-03-03,2424,7.8,HIGH,nvd@nist.gov,1,Microsoft,ATM Font Driver,CWE-264,Unknown,0
CVE-2015-2419,2015-07-14,2022-03-28,2449,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-119,Unknown,0
